occurrenceID,rightsHolder,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordedBy,Source,Date,yearMeasurement,Sex,lifeStage,Department,Municipality,ParamoComplex,Locality,Elevation,decimalLatitude,decimalLongitude,Order,Family,Species,Weight,totalCulmen,exposedCulmen,billDepth,billWidth,gape,wingArea,wingLength,distPrimarySecondary,tailLength,tailShape,Tarsus,Hallux,halluxClaw,Wingspan,Weight_Dunning2008
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1424,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1424,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Anisognathus lacrymosus,37,15.2,12,6.2,6.5,10.4,614.18,97,NA,71,3,28.3,15.2,NA,NA,31
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1367,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1367,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Thraupidae,Catamblyrhynchus diadema,17.5,7.7,7.3,6.7,5.9,9.2,412.17,61,52,69,11,22.7,16.8,NA,NA,14.15
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1345,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1345,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Thraupidae,Catamblyrhynchus diadema,16.5,10.2,8,7,6.3,8.2,437.21,66,42,63,16,24.6,14.6,NA,NA,14.15
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1418,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1418,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Catamenia inornata,14,10.2,9,NA,4.7,7.5,396.99,65,42,58,NA,20.2,13.6,NA,NA,13.4
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1295,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1295,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,12-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3211,0.976694,-77.290028,Passeriformes,Thraupidae,Conirostrum sitticolor,11,12.7,11.2,4.6,4.1,NA,284.57,65,42,56,NA,19,12.3,NA,NA,11.9
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1261,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW538,"Yuri Rosero, Edna Calpa",Field,27-Feb-15,2015,Female,Adult,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3271,1.119194,-77.218361,Passeriformes,Thraupidae,Diglossa albilatera,11,10.1,8.4,4.5,2.6,5.9,120.85,64,NA,45,8,16.4,11.6,NA,NA,9.85
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1431,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW557,"Yuri Rosero, Edna Calpa",Field,27-Mar-15,2015,Male,Adult,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Diglossa albilatera,10.5,12.2,9.1,4.1,3.1,6,198.72,61,NA,54,8,19,12.1,NA,NA,9.85
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1264,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW539,"Yuri Rosero, Edna Calpa",Field,28-Feb-15,2015,Male,Adult,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3211,1.121556,-77.222194,Passeriformes,Thraupidae,Diglossa albilatera,7.5,11.4,9.1,NA,3.2,6.6,207.47,60,NA,55,7,21.1,10.9,NA,NA,9.85
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1274,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1274,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,1-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3211,1.121556,-77.222194,Passeriformes,Thraupidae,Diglossa albilatera,10,12.4,10,4.4,2.6,6,248.3,60,NA,50,8,20.3,11.5,NA,NA,9.85
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1247,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1247,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Feb-15,2015,Undetermined,Immature,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3271,1.119194,-77.218361,Passeriformes,Thraupidae,Diglossa cyanea,NA,17.8,NA,5.5,4.1,NA,310.03,70,NA,NA,NA,19.7,13.1,NA,NA,17.05
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1448,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW559,"Yuri Rosero, Edna Calpa",Field,11-Jun-15,2015,Female,Immature,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Encano , Vda. Santa Lucia",2810,0.99775,-77.181333,Passeriformes,Thraupidae,Diglossa cyanea,NA,13.8,12.2,NA,3.8,6.8,361.12,61,NA,51,3,22.6,11.4,NA,NA,17.05
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1475,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1475,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Jun-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Buesaquillo, Vda. La Cuchilla",3430,1.271922,-77.246667,Passeriformes,Thraupidae,Diglossa humeralis,15,13.2,9.8,4.8,3.2,6.5,NA,58,11,52,NA,22.6,14.7,NA,NA,13.15
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1465,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW561,"Yuri Rosero, Edna Calpa",Field,24-Jun-15,2015,Male,Adult,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Buesaquillo, Vda. La Cuchilla",3504,1.271042,-77.238869,Passeriformes,Thraupidae,Diglossa humeralis,12.5,12.7,9.2,4.3,3.5,6.2,NA,64,12,56,NA,23,13.7,NA,NA,13.15
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1441,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1441,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,10-Jun-15,2015,Undetermined,Immature,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Encano , Vda. Santa Lucia",2810,0.99775,-77.181333,Passeriformes,Thraupidae,Diglossa humeralis,12.5,14.2,10.2,4.5,3.1,6.2,NA,65,18,55,NA,24.4,15.8,NA,NA,13.15
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1284,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1284,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,10-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3389,0.982361,-77.295139,Passeriformes,Thraupidae,Diglossa lafresnayii,17.8,14.5,10.8,5.2,3.2,8,256.89,75,NA,66,9,27.2,11,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1280,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW541,"Yuri Rosero, Edna Calpa",Field,9-Mar-15,2015,Female,Adult,Narino,Tangua,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Tangua: Santander , Vda. Las Palmas",3504,0.987361,-77.293528,Passeriformes,Thraupidae,Diglossa lafresnayii,19,13.9,10.6,5,3.3,7.4,267.32,60,NA,64,19,23.9,14,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1283,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1283,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,10-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3389,0.982361,-77.295139,Passeriformes,Thraupidae,Diglossa lafresnayii,20.5,15.3,10.7,5.1,3.4,8.2,247.62,70,NA,67,32,28.3,15.1,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1279,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW540,"Yuri Rosero, Edna Calpa",Field,9-Mar-15,2015,Male,Adult,Narino,Tangua,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Tangua: Santander , Vda. Las Palmas",3504,0.987361,-77.293528,Passeriformes,Thraupidae,Diglossa lafresnayii,19,14.1,10.8,5.2,3.3,7.1,289.54,65,NA,65,20,24.8,14.2,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1466,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1466,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,25-Jun-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Buesaquillo, Vda. La Cuchilla",3430,1.271922,-77.246667,Passeriformes,Thraupidae,Diglossa lafresnayii,19,14.4,10.4,5.3,NA,5.1,328.78,65,15,60,NA,26.1,NA,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1245,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1245,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,25-Feb-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3336,1.120361,-77.215917,Passeriformes,Thraupidae,Diglossa lafresnayii,19,12.5,11.1,4.4,2.9,5.1,347.98,70,NA,60,13,22.2,13.1,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1464,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW560,"Yuri Rosero, Edna Calpa",Field,24-Jun-15,2015,Male,Immature,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Buesaquillo, Vda. La Cuchilla",3504,1.271042,-77.238869,Passeriformes,Thraupidae,Diglossa lafresnayii,13,14.1,9.3,4.1,2.8,7.3,356.65,67,14,62,10,23.7,12.7,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1415,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1415,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Diglossa lafresnayii,17,14.7,11.8,4.5,2.8,7.3,392.48,65,NA,53,7,22,12.2,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1243,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW536,"Yuri Rosero, Edna Calpa",Field,25-Feb-15,2015,Male,Adult,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3336,1.120361,-77.215917,Passeriformes,Thraupidae,Diglossa lafresnayii,20,13.5,10,5.2,3.1,5.2,375.74,75,NA,63,12,25.9,13.5,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1468,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1468,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,25-Jun-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Buesaquillo, Vda. La Cuchilla",3430,1.271922,-77.246667,Passeriformes,Thraupidae,Diglossa lafresnayii,21.5,13.9,10.6,4.4,3.4,7.4,353.52,72,19,70,9,26.6,14.1,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1239,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW535,"Yuri Rosero, Edna Calpa",Field,24-Feb-15,2015,Male,Adult,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3336,1.120361,-77.215917,Passeriformes,Thraupidae,Diglossa lafresnayii,15,13.4,10,5.1,3.2,5.4,398.16,73,NA,61,11,24.8,13.3,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1419,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1419,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Mar-15,2015,Male,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Diglossa lafresnayii,19,13,10.7,4.4,2.3,7.7,437.41,73,NA,61,NA,23.7,14.2,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1416,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1416,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Diglossa lafresnayii,19.5,14.4,11.5,5,2.8,8,439.39,73,NA,65,8,23.2,13.9,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1463,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1463,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,24-Jun-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Buesaquillo, Vda. La Cuchilla",3504,1.271042,-77.238869,Passeriformes,Thraupidae,Diglossa lafresnayii,18.5,15.2,11.8,4.2,3,9.1,441.18,72,17,63,11,26.4,16.3,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1421,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1421,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Diglossa lafresnayii,17.5,12,9,4.5,3,7,486.63,74,NA,62,7,28,13.5,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1429,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1429,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,27-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Diglossa lafresnayii,18,14.5,10,4.3,3.7,7.8,498.41,66,NA,60,7,25.6,13.5,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1406,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW553,"Yuri Rosero, Edna Calpa",Field,25-Mar-15,2015,Male,Immature,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3170,0.839306,-77.361278,Passeriformes,Thraupidae,Diglossa lafresnayii,17,13.5,9.6,4.7,3.2,7.3,505.37,72,NA,57,5,23.7,13.5,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1427,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1427,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Diglossa lafresnayii,18,13.4,10.2,4.6,3,7.1,507.49,74,NA,64,NA,23.5,12.9,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1430,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW556,"Yuri Rosero, Edna Calpa",Field,27-Mar-15,2015,Female,Adult,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Diglossa lafresnayii,20,15.1,9.9,5,3.3,7,503.12,74,NA,62,14,25.3,12,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1471,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1471,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Jun-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Buesaquillo, Vda. La Cuchilla",3430,1.271922,-77.246667,Passeriformes,Thraupidae,Diglossa lafresnayii,20,14.4,10.1,4.6,2.8,6.6,508.25,76,18,69,12,23.8,15.2,NA,NA,16
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1425,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1425,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Iridosornis rufivertex,25.5,13.6,10.3,6.5,6,8.6,498.95,78,24,NA,NA,28.6,14,NA,NA,23
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1469,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1469,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Jun-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Buesaquillo, Vda. La Cuchilla",3430,1.271922,-77.246667,Passeriformes,Thraupidae,Iridosornis rufivertex,30,13,10.4,6.5,5.4,7.9,510.09,82,25,70,12,23.4,14.6,NA,NA,23
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1432,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1432,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,27-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Iridosornis rufivertex,26,12.1,8.7,6.4,5,9.4,567.32,75,22,68,NA,NA,15.2,NA,NA,23
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:1414,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW555,"Yuri Rosero, Edna Calpa",Field,26-Mar-15,2015,Female,Adult,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",3300,0.842222,-77.366861,Passeriformes,Thraupidae,Iridosornis rufivertex,23,13,10.4,6.4,5.5,7.9,539.31,85,29,70,8,24,14.6,NA,NA,23
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1300,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1300,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,12-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3211,0.976694,-77.290028,Passeriformes,Thraupidae,Iridosornis rufivertex,26,10.5,8.5,7.5,5,9.5,596.95,89,NA,71,6,NA,15.6,NA,NA,23
